,reviews,ratings
20802,Pricing was confusing and sizes were also off as to price,3
20803,Been using on my son since birth and he's a year now.  Love the smell and it's gentle on him.  Would absolutely recommend.,5
20804,Just didn't work for me. I went back to a Clubman styptic pencil that works better for me. Different guys like different stuff.,2
20805,This brings back some memories as it has been around for years.  Has always worked well.,4
20806,Must have! I have been using for 6 mos! Great quality!,5
20807,I would never buy these again.  They taste like nothing and just cheap overall.,1
20808,These are better than other blades that I've used.,5
20809,The hair would be okay if it didn't shed so much. The density is not 130 more like 100 which is bad because it sheds horribly,2
20810,What is gonna happen to the eyelashes if you stop using it?,1
20811,"Only OK, there are better products for this.  Mostly just vaseline.",3
20812,They do the job very well.  I like the new style of handle and the blades seem to last. I will buy more.,4
20813,"My fav floss, but could be a bit more tear free.",4
20814,"Didn't work too well for me. Maybe it would with more practice, but the quality didn't feel that good.",2
20815,This is the best selling soap out there!!! Love this product.,5
20816,The powder is a bit messy but both of these work great.,4
20817,"product itself is great, but purchasing on amazon is much more expensive than purchasing in a store.",2
20818,If you have braces this will not substitute in any way for flossing,3
20819,Does not get hot enough to work well. Hair gets tangled.,1
20820,A little goes a long way. Gets sponges and brushes clean,4
20821,"better than the ones I had before, held up well",4
20822,A little watery - I had to shake it b4 use but it works I recanend buying two bc it goes by fast,4
20823,"It has a sweet smell of grapes, but it doesnt do anything to attract women. It smells like grapes that is it.",2
20824,"skin lotion, very good but should give a try to the sunscreen one!",4
20825,"it is too big need a 1/2 inch instead, use to get that size, now cannot find one",2
20826,I didn't like this product. My chest looked flat and they were uncomfortable to wear.,1
20827,I think there are several similar products on the market. I'll only get this when it's on sale because it's double from others.,2
20828,Works as advertised and has a nice grip and way to store for travel.,5
20829,"Some of the stones are crooked, but overall not a bad purchase.",4
20830,3 of them fell apart a few days after I got them but just a little super glue and you're good. But they do work great,2
20831,"Really like. Recently realized it does snag a little, but it is better than my safety pin method",4
20832,I like the headbands but they came in 2 packages (3 headbands in each) and one entire package was moldy.,2
20833,"combs last a LONG time, will purchase again IF needed, excellent product",5
20834,They are good brushes to have around as extras or to use a couple times and throw out. Not the highest of quality but not horrid.,3
20835,Not what I expected. Looks like it sticks in your pores and comes out cakey,3
20836,Too hot in the south for this delivery.  They were melted.,1
20837,"I used this many time very good but it works by 2 base battary AAA
no carge no wire with electric !!!",3
20838,"No mention in advert that this only works in US. When I plugged it in and started it, that ruined it.",1
20839,"Water floss works great, toothbrush tip not so good.",3
20840,"I love this powder in and out of the bedroom, it's a nice daily scent and it glides on the skin.",4
20841,I can't really say that it helps razor nicks at all or maybe I don't know what I am doing.,3
20842,"Quality is a letter better then expected, for the price, these are a great value & worth a shot.",5
20843,This is the best root concealer I have ever used!  Helps extend my color!,5
20844,"It is a good product, but affective an I thought is could be . I would not  suggest it product to other consumers at this time.",3
20845,"It does the job, but is awkward to hold in the shower/tub.",3
20846,"No tangling as others reported, but still takes a long time to dry.",3
20847,"These brushes are rough, the bristles fall out and they smell horrible!! Don't waste your money!
These are nothing but junk!",1
20848,The brush side was too small for my brush. But I bent it just a little and it fits fine now.,2
20849,Very soft.  I guess I was expecting something more abrasive but I like it.,4
20850,I like the lotion.  However one of them was leaking as they arrived.,3
20851,This product did not work at all.  Do not waste your money.  I deserve a refund.  :(,1
20852,"it's very good, i just hope if it can work with an adapter also, as some times there is no enough time to recharge",4
20853,Old barbershop in a bottle! Hubby loves them all.,5
20854,Some of the balls were already stripped and I was really dissappointed.,1
20855,So far I love these! Been using for about 2 weeks now. No complaints! They work well!,5
20856,Very good value for price. Very upset that I had paid for 3 packs and only received 2.,3
20857,Works really well.  Nice to have 5 in one.,4
20858,This razor worked fine but only lasted 35 months before the switch stopped working.,2
20859,"For the price, I love these blades. I won't have to buy another pack this year, or possibly next year.",4
20860,I like the color but it was sticky. Matte isn't suppose to be glue smh im keeping but it will be used never,2
20861,Don't really feel like this helped whiten my teeth at all.,2
20862,Not happy with this product. Was expecting something more sturdy and well built but this is more like something sold at five below ,2
20863,"The brushes are the worst. They do not come clean and the bristles move, not sure it's suppose to do that.",1
20864,Fast Delivery.  The product is sturdy and solid.  I love it!,5
20865,this is a great skin care products for all skin types that I would recommend one of the best out there . Nonetheless very pleased,4
20866,"Pretty good shaver to bring on trips. Doesn't catch longer hairs; you can work at them with the trimmer, though.",4
20867,Did not get Puritan swabs. The vendor sent some other brand of swab and the shafts break very easily. Worthless really.,1
20868,"I liked the soap, but not it's form. The 'slices' are too thin and quickly break-up when you use them. Kind of messy.",4
20869,Used it once and then it didn't work anymore. Would have sent it back but I had already thrown away the packaging! Not recommended.,1
